Event ID,Timestamp,User ID,Device ID,Session ID,Source IP,Destination IP,Source Port,Destination Port,Protocol,Country,City,Login Method,Access Type,Login Attempts,Login Success,Session Duration,Actions Count,Privilege Level,Operating System,Application,Device Type,Threat Type,Threat Severity,Anomaly Score,Malware Detected,Intrusion Flag,Response Action,Incident Status,Data Exfiltration (MB)
579,2024-07-09 22:07:38,user_321,device_818,session_2269,1.200.185.144,122.28.86.82,10005,80,ICMP,Nigeria,Lagos,OAuth,VPN,2,1,1220,123,User,Windows,Edge,Desktop,None,Low,0.6000144774806355,0,0,Allowed,Resolved,0.0
580,2024-02-26 05:18:51,user_308,device_719,session_4330,24.26.125.218,238.90.122.10,19472,3389,UDP,USA,London,Password,Remote,7,0,5397,118,Admin,Windows,Edge,Desktop,None,Low,0.0735504789762792,0,0,Allowed,Resolved,0.0
581,2024-07-17 18:11:18,user_43,device_775,session_8284,83.191.84.44,167.40.135.198,22808,80,ICMP,Brazil,Beijing,Password,Remote,1,1,3981,86,User,Windows,Chrome,Mobile,None,Low,0.30856649758891697,0,0,Allowed,Resolved,0.0
582,2024-11-27 04:13:41,user_316,device_874,session_5826,91.14.48.103,245.245.56.12,21215,21,ICMP,Germany,Sao Paulo,Password,Local,4,1,3279,131,User,iOS,Edge,Server,None,Low,0.32632025732159264,0,0,Allowed,Resolved,0.0
583,2024-03-04 05:08:50,user_433,device_976,session_1512,242.175.231.91,233.230.114.178,45912,443,UDP,China,Sao Paulo,OAuth,VPN,2,1,875,193,User,Android,Firefox,Mobile,None,Low,0.6937579203490752,0,0,Allowed,Resolved,0.0
584,2024-07-18 01:02:25,user_445,device_988,session_923,40.193.127.33,196.71.137.144,41348,443,ICMP,India,Lagos,Password,VPN,8,0,6160,17,User,macOS,Safari,Desktop,Insider,Critical,0.2289871853003117,0,1,Investigating,Investigating,19.044040514572668
585,2024-07-06 01:30:35,user_359,device_368,session_9365,249.214.42.202,202.244.157.208,34240,80,UDP,USA,Berlin,Password,VPN,5,0,3531,104,Admin,Windows,Safari,Desktop,None,Low,0.25220005061691286,0,0,Allowed,Resolved,0.0
586,2024-05-14 11:07:39,user_455,device_81,session_549,121.70.154.130,59.224.249.240,44405,3389,TCP,UK,Delhi,MFA,Local,4,1,3401,170,User,Linux,Safari,Desktop,DDoS,High,0.9169787490185026,0,1,Blocked,Resolved,0.0
587,2024-09-18 21:47:01,user_298,device_506,session_5806,73.84.59.21,202.150.157.63,35144,3389,TCP,Canada,New York,MFA,Local,1,1,3223,62,User,Android,Firefox,Desktop,None,Low,0.0969513926267147,0,0,Allowed,Resolved,0.0
588,2024-08-14 15:24:36,user_70,device_160,session_7408,11.138.239.167,247.98.31.12,41202,21,UDP,India,Lagos,MFA,VPN,9,0,5939,165,Admin,macOS,Safari,Server,Insider,Critical,0.15590124353994683,0,1,Investigating,Resolved,220.57523672707669
589,2024-04-02 05:32:17,user_4,device_530,session_8499,196.20.122.137,80.154.102.25,55747,80,ICMP,Brazil,Abuja,Password,VPN,5,0,2882,117,User,Windows,Edge,Server,Insider,Critical,0.8899310558900979,0,1,Investigating,Investigating,28.82856636313871
590,2024-06-10 17:03:35,user_129,device_864,session_1651,197.222.214.148,80.7.135.50,57073,443,ICMP,China,Beijing,Password,Remote,5,0,3362,192,User,iOS,Chrome,Mobile,None,Low,0.13443108283573402,0,0,Allowed,Resolved,0.0
591,2024-03-18 21:23:26,user_275,device_960,session_1302,162.56.17.204,217.184.17.202,46555,80,UDP,India,Lagos,MFA,Local,8,0,2135,18,User,Windows,Edge,Mobile,Insider,Critical,0.9102217014103121,0,1,Investigating,Resolved,418.4344194564491
592,2024-11-27 07:12:34,user_454,device_910,session_9860,237.243.18.93,227.180.38.208,34963,22,ICMP,India,London,Password,Local,2,1,2747,179,User,Android,Chrome,Desktop,None,Low,0.06616872172518085,0,0,Allowed,Resolved,0.0
593,2024-09-05 14:04:47,user_338,device_787,session_5191,57.147.216.79,169.42.215.180,23155,21,UDP,Germany,Berlin,Password,VPN,8,1,3034,75,User,iOS,Firefox,Desktop,Malware,High,0.8901151363098093,1,0,Quarantined,Investigating,272.4512431184226
594,2024-10-02 00:57:45,user_199,device_764,session_1074,172.142.15.16,2.158.30.82,13342,21,TCP,Germany,Abuja,Password,VPN,1,1,6403,115,User,Android,Edge,Server,None,Low,0.20888889271484312,0,0,Allowed,Resolved,0.0
595,2024-03-25 22:24:58,user_128,device_32,session_8285,7.2.85.134,220.240.106.36,5535,3389,UDP,Brazil,Sao Paulo,Password,VPN,2,1,6504,177,Admin,macOS,Firefox,Server,DDoS,High,0.9291163526913256,0,1,Blocked,Open,0.0
596,2024-05-16 09:05:01,user_412,device_224,session_4249,212.92.153.75,211.92.129.187,45764,443,UDP,China,Lagos,MFA,Local,3,1,1503,127,Admin,Linux,Firefox,Mobile,None,Low,0.09255544586102826,0,0,Allowed,Resolved,0.0
597,2024-05-26 01:38:35,user_330,device_470,session_3831,81.22.171.211,209.216.164.96,57465,443,UDP,India,Delhi,Password,Local,4,1,7195,137,User,Android,Chrome,Mobile,None,Low,0.29988574005580493,0,0,Allowed,Resolved,0.0
598,2024-05-24 05:29:11,user_184,device_260,session_2847,155.186.249.153,69.70.5.115,16218,80,ICMP,Germany,Abuja,MFA,VPN,3,1,3884,165,User,macOS,Edge,Desktop,None,Low,0.13789882173033396,0,0,Allowed,Resolved,0.0
599,2024-09-20 17:35:37,user_403,device_639,session_8383,159.75.79.10,107.87.67.62,1410,443,TCP,India,Delhi,Password,Local,2,1,7020,10,Admin,Android,Chrome,Mobile,None,Low,0.03106165642303349,0,0,Allowed,Resolved,0.0
600,2024-08-25 04:20:38,user_50,device_215,session_9183,132.116.113.252,195.85.53.130,21315,80,ICMP,Nigeria,Abuja,MFA,VPN,1,1,6896,109,User,Android,Firefox,Desktop,Brute Force,Medium,0.9451897611270066,0,1,Blocked,Open,0.0
601,2024-04-03 08:50:34,user_166,device_699,session_6656,63.189.120.105,162.39.41.121,44907,3389,TCP,China,Beijing,Password,Remote,2,1,1530,96,User,Linux,Safari,Server,None,Low,0.5954790066656731,0,0,Allowed,Resolved,0.0
602,2024-07-19 08:38:21,user_164,device_481,session_6056,5.34.24.145,95.71.209.92,56037,3389,UDP,UK,Berlin,MFA,Local,9,0,532,102,User,Windows,Safari,Desktop,DDoS,High,0.9115968865602742,0,1,Blocked,Open,0.0
603,2024-11-04 23:06:09,user_270,device_527,session_2452,34.164.83.9,199.158.77.219,63422,21,ICMP,Brazil,Beijing,Password,Remote,7,0,4498,3,User,Android,Edge,Desktop,Phishing,Medium,0.9528038482491732,0,0,Blocked,Investigating,0.0
604,2024-04-01 13:22:21,user_302,device_655,session_7619,15.51.216.244,110.8.69.190,15026,21,UDP,Canada,Delhi,Password,VPN,9,1,4608,157,Admin,macOS,Safari,Mobile,DDoS,High,0.897763577519188,0,1,Blocked,Resolved,0.0
605,2024-12-11 23:29:39,user_451,device_965,session_6284,185.44.13.152,172.57.96.144,18399,3389,TCP,Canada,Delhi,OAuth,VPN,5,0,50,107,Admin,Windows,Chrome,Mobile,None,Low,0.5083471749073432,0,0,Allowed,Resolved,0.0
606,2024-07-31 02:17:36,user_342,device_290,session_1355,3.170.190.6,6.191.148.149,38145,443,ICMP,USA,London,Password,VPN,6,1,654,30,Admin,iOS,Edge,Desktop,None,Low,0.46928227812024137,0,0,Allowed,Resolved,0.0
607,2024-05-29 15:09:31,user_499,device_22,session_3359,135.105.149.16,20.43.172.47,50801,22,ICMP,Brazil,New York,MFA,Local,4,1,5134,164,User,Android,Edge,Mobile,None,Low,0.32909588031475956,0,0,Allowed,Resolved,0.0
608,2024-05-14 13:02:13,user_142,device_959,session_4945,213.51.112.207,186.15.65.88,59574,21,UDP,China,Lagos,Password,Remote,6,0,6374,78,Admin,Windows,Safari,Desktop,None,Low,0.5690669982420896,0,0,Allowed,Resolved,0.0
609,2024-12-25 22:51:51,user_152,device_392,session_2259,111.176.158.58,86.55.201.122,15353,21,ICMP,Canada,Delhi,MFA,Remote,6,0,2834,5,User,Linux,Safari,Desktop,Phishing,Medium,0.8194807217006219,0,0,Blocked,Investigating,0.0
610,2024-06-08 20:42:21,user_69,device_31,session_3782,91.184.217.93,127.156.16.54,36788,21,UDP,USA,Beijing,Password,VPN,1,1,3886,176,User,macOS,Chrome,Desktop,None,Low,0.4014435492600038,0,0,Allowed,Resolved,0.0
611,2024-12-15 17:33:13,user_343,device_774,session_7223,254.186.173.200,147.102.29.151,20078,443,ICMP,Nigeria,Abuja,Password,VPN,3,1,4432,101,User,macOS,Firefox,Mobile,None,Low,0.6709589010435523,0,0,Allowed,Resolved,0.0
612,2024-07-02 14:24:05,user_67,device_574,session_5769,28.211.220.219,205.253.38.43,9844,3389,ICMP,China,Sao Paulo,MFA,Remote,9,1,2837,39,User,iOS,Chrome,Desktop,Phishing,Medium,0.37683556101616567,0,0,Blocked,Resolved,0.0
613,2024-05-18 21:58:53,user_115,device_520,session_4588,59.183.158.79,36.55.44.155,59468,3389,UDP,Canada,Sao Paulo,Password,Remote,7,0,4372,155,User,macOS,Edge,Server,None,Low,0.7655483540993158,0,0,Allowed,Resolved,0.0
614,2024-11-25 17:52:49,user_110,device_114,session_6446,20.96.38.189,104.32.154.58,15782,21,UDP,USA,Beijing,MFA,VPN,6,1,3167,117,Admin,iOS,Safari,Server,None,Low,0.4580669390728913,0,0,Allowed,Resolved,0.0
615,2024-12-05 20:24:16,user_135,device_937,session_9281,2.132.78.32,100.130.104.242,47346,21,TCP,USA,Abuja,Password,VPN,5,1,4645,101,User,Linux,Edge,Desktop,None,Low,0.7796086425424651,0,0,Allowed,Resolved,0.0
616,2024-01-27 19:26:40,user_308,device_911,session_1077,91.81.104.66,113.242.31.61,50879,3389,TCP,Nigeria,Lagos,Password,VPN,3,1,3630,78,User,macOS,Chrome,Mobile,None,Low,0.688851862300665,0,0,Allowed,Resolved,0.0
617,2024-03-31 04:35:15,user_317,device_865,session_5265,156.178.90.136,162.59.18.95,25530,22,UDP,USA,London,Password,VPN,4,1,1744,129,User,Android,Firefox,Desktop,None,Low,0.17731125352264487,0,0,Allowed,Resolved,0.0
618,2024-06-12 23:56:37,user_165,device_705,session_5892,192.79.179.91,200.252.188.215,29774,22,ICMP,UK,Beijing,Password,Local,7,0,2721,22,Admin,macOS,Edge,Mobile,None,Low,0.4196722921572683,0,0,Allowed,Resolved,0.0
619,2024-08-27 08:02:55,user_449,device_117,session_8433,26.136.50.208,38.138.42.37,64665,21,TCP,China,Sao Paulo,MFA,Local,2,1,3871,187,Admin,Linux,Firefox,Server,None,Low,0.7247042751485582,0,0,Allowed,Resolved,0.0
620,2024-10-26 09:04:00,user_216,device_317,session_1497,228.254.159.31,66.147.53.204,25033,3389,TCP,China,Sao Paulo,MFA,VPN,3,1,4980,148,User,Windows,Edge,Mobile,DDoS,High,0.8348026679544999,0,1,Blocked,Investigating,0.0
621,2024-08-02 13:01:24,user_186,device_261,session_6375,254.73.135.41,212.10.190.154,28483,80,TCP,Nigeria,Berlin,Password,VPN,9,0,3881,85,User,iOS,Firefox,Desktop,Brute Force,Medium,0.9419049728383291,0,1,Blocked,Investigating,0.0
622,2024-03-15 03:08:12,user_119,device_680,session_7869,196.251.68.157,229.190.60.124,45651,80,ICMP,Brazil,Lagos,OAuth,Remote,6,1,348,176,Admin,iOS,Safari,Server,None,Low,0.1171072315052778,0,0,Allowed,Resolved,0.0
623,2024-05-02 20:56:36,user_34,device_39,session_1603,209.62.88.152,131.109.199.89,7927,22,ICMP,Brazil,Lagos,Password,VPN,7,0,1285,142,User,Android,Safari,Mobile,None,Low,0.46980856288290107,0,0,Allowed,Resolved,0.0
624,2024-11-07 15:12:12,user_223,device_993,session_4980,167.28.192.89,32.137.156.250,60510,80,TCP,UK,Berlin,MFA,Local,4,1,5088,169,User,iOS,Firefox,Desktop,Brute Force,Medium,0.9879929924466168,0,1,Blocked,Resolved,0.0
625,2024-02-08 09:10:19,user_465,device_783,session_4316,15.238.117.75,56.95.132.227,8417,21,ICMP,USA,Sao Paulo,MFA,Remote,5,0,5846,178,Admin,macOS,Firefox,Desktop,None,Low,0.5470281464244477,0,0,Allowed,Resolved,0.0
626,2024-11-17 09:14:36,user_307,device_161,session_1426,78.22.64.21,129.241.107.116,43899,21,ICMP,China,Sao Paulo,MFA,Local,6,0,1030,167,User,Linux,Firefox,Mobile,None,Low,0.3614510847745417,0,0,Allowed,Resolved,0.0
627,2024-11-09 12:22:52,user_244,device_110,session_2883,231.71.164.29,119.165.113.250,11491,3389,ICMP,USA,Lagos,Password,Local,8,0,2581,15,Root,Windows,Safari,Mobile,Insider,Critical,0.08368098824769732,0,1,Investigating,Resolved,202.5498152519743
628,2024-03-04 17:01:29,user_260,device_620,session_4850,167.212.24.216,55.26.25.36,40262,443,UDP,UK,Delhi,Password,Local,9,0,5488,196,User,Windows,Edge,Server,Insider,Critical,0.7241359788326331,0,1,Investigating,Resolved,382.9195881440633
629,2024-02-27 01:42:32,user_15,device_37,session_8831,117.84.72.96,111.149.185.105,19090,3389,UDP,UK,Sao Paulo,Password,VPN,3,1,7070,183,User,iOS,Firefox,Mobile,None,Low,0.5205271128091636,0,0,Allowed,Resolved,0.0
630,2024-09-28 09:50:08,user_248,device_211,session_39,252.131.158.35,250.185.157.178,59837,21,UDP,China,New York,Password,Local,7,0,6242,163,User,Android,Firefox,Server,DDoS,High,0.8630543931159491,0,1,Blocked,Investigating,0.0
631,2024-07-20 13:09:48,user_309,device_365,session_2198,72.15.113.69,116.192.4.75,48017,443,TCP,China,Beijing,Password,Remote,8,0,2456,162,Admin,Android,Edge,Desktop,DDoS,High,0.35144167347068345,0,1,Blocked,Resolved,0.0
632,2024-05-03 01:03:30,user_390,device_988,session_426,229.190.217.160,99.86.216.167,20799,443,ICMP,UK,London,MFA,Remote,4,1,4789,95,User,iOS,Firefox,Server,None,Low,0.2770455962834224,0,0,Allowed,Resolved,0.0
633,2024-06-04 17:33:20,user_164,device_412,session_136,234.208.247.248,75.198.1.190,25980,3389,TCP,China,Delhi,Password,Remote,1,1,4157,136,Admin,macOS,Firefox,Mobile,None,Low,0.10016932623732988,0,0,Allowed,Resolved,0.0
634,2024-02-13 04:11:18,user_74,device_420,session_473,252.114.123.57,74.83.238.173,17486,443,TCP,Germany,Berlin,MFA,VPN,1,1,5415,155,User,Android,Safari,Server,DDoS,High,0.9986114270374542,0,1,Blocked,Open,0.0
635,2024-08-28 11:21:17,user_301,device_380,session_2842,102.51.164.52,209.51.131.253,47885,80,TCP,Nigeria,New York,Password,Remote,2,1,4095,14,User,macOS,Chrome,Server,None,Low,0.5341016900858655,0,0,Allowed,Resolved,0.0
636,2024-12-30 11:24:08,user_125,device_962,session_5538,218.95.9.94,84.21.221.251,58136,443,TCP,Nigeria,Beijing,Password,Local,9,0,5954,76,Admin,Android,Chrome,Server,DDoS,High,0.33485695099898116,0,1,Blocked,Open,0.0
637,2024-05-26 14:42:50,user_283,device_862,session_1877,44.163.113.199,150.74.87.143,30557,443,TCP,Germany,Delhi,OAuth,VPN,1,1,1151,34,Admin,Windows,Safari,Mobile,None,Low,0.5610528395238791,0,0,Allowed,Resolved,0.0
638,2024-02-26 00:14:02,user_185,device_717,session_7265,121.55.194.226,117.93.37.196,29387,443,UDP,Brazil,Delhi,Password,Local,4,1,5935,181,User,iOS,Edge,Server,None,Low,0.5618506530452986,0,0,Allowed,Resolved,0.0
639,2024-11-27 01:16:48,user_262,device_523,session_4258,231.212.191.181,213.213.18.21,49426,21,TCP,USA,Delhi,MFA,Remote,3,1,1870,65,User,Android,Chrome,Desktop,None,Low,0.16227257255907468,0,0,Allowed,Resolved,0.0
640,2024-04-05 07:30:22,user_50,device_999,session_305,196.108.45.32,132.245.193.97,32198,80,TCP,Canada,Lagos,Password,VPN,6,1,2017,109,User,macOS,Chrome,Server,None,Low,0.24869180947113512,0,0,Allowed,Resolved,0.0
641,2024-04-10 21:08:54,user_153,device_592,session_5265,18.252.155.143,252.81.107.69,10063,443,UDP,USA,London,Password,VPN,5,0,3986,154,User,iOS,Chrome,Desktop,None,Low,0.7148559742004091,0,0,Allowed,Resolved,0.0
642,2024-03-17 15:40:11,user_108,device_953,session_3301,152.108.33.148,188.176.64.30,63339,80,TCP,Nigeria,Abuja,MFA,VPN,7,0,7038,44,Admin,macOS,Firefox,Mobile,None,Low,0.13258218018117918,0,0,Allowed,Resolved,0.0
643,2024-08-09 06:37:55,user_145,device_977,session_7900,94.168.215.174,216.93.4.166,42558,3389,ICMP,India,Berlin,MFA,VPN,4,1,99,123,User,Android,Safari,Server,None,Low,0.5155469940751422,0,0,Allowed,Resolved,0.0
644,2024-12-24 03:27:35,user_249,device_213,session_3743,244.176.100.61,112.52.166.219,47651,3389,TCP,Brazil,Beijing,Password,VPN,7,1,4852,58,Admin,Linux,Firefox,Mobile,Malware,High,0.8390914986521054,1,0,Quarantined,Investigating,320.67489237646646
645,2024-06-13 18:10:20,user_153,device_776,session_7584,145.102.79.79,121.176.63.40,29682,21,ICMP,India,Sao Paulo,Password,VPN,8,0,6541,111,Admin,Linux,Safari,Server,Brute Force,Medium,0.7902444759011473,0,1,Blocked,Investigating,0.0
646,2024-01-16 17:50:47,user_89,device_701,session_257,217.194.126.32,141.161.32.56,28823,22,ICMP,Brazil,Lagos,MFA,Local,4,1,4781,67,User,Linux,Safari,Desktop,None,Low,0.24106533033232347,0,0,Allowed,Resolved,0.0
647,2024-10-31 13:12:26,user_385,device_865,session_399,128.81.226.209,180.186.169.172,45315,3389,ICMP,China,New York,MFA,Remote,1,1,4465,132,User,Linux,Firefox,Server,None,Low,0.6746739920231618,0,0,Allowed,Resolved,0.0
648,2024-02-17 06:46:38,user_483,device_704,session_1177,55.137.17.149,188.141.131.196,56835,22,ICMP,USA,New York,Password,Local,5,0,1737,39,Root,macOS,Safari,Mobile,None,Low,0.22751496307464503,0,0,Allowed,Resolved,0.0
649,2024-01-17 07:29:59,user_158,device_814,session_6348,221.149.75.124,229.48.62.58,14097,21,ICMP,India,Berlin,OAuth,VPN,2,1,4379,189,User,iOS,Chrome,Mobile,Insider,Critical,0.9794205136775996,0,1,Investigating,Investigating,12.022305790555908
650,2024-09-25 10:13:11,user_175,device_904,session_2359,216.18.35.217,209.160.248.152,1542,3389,UDP,India,London,MFA,Local,6,0,3704,125,Admin,Android,Safari,Server,None,Low,0.17338928084132976,0,0,Allowed,Resolved,0.0
651,2024-08-18 10:21:46,user_205,device_14,session_5736,117.214.210.48,93.171.144.110,21154,3389,UDP,India,Delhi,Password,Local,4,1,4026,96,User,Android,Edge,Desktop,Phishing,Medium,0.8471574570031077,0,0,Blocked,Resolved,0.0
652,2024-03-02 21:25:19,user_213,device_600,session_1375,108.240.216.177,53.74.49.113,58993,443,ICMP,UK,Abuja,MFA,VPN,1,1,5001,194,User,iOS,Safari,Desktop,Brute Force,Medium,0.8075025251138229,0,1,Blocked,Resolved,0.0
653,2024-07-05 04:04:23,user_223,device_276,session_7963,8.246.85.61,156.215.198.3,33732,80,ICMP,Germany,Delhi,Password,VPN,2,1,6698,118,Root,Linux,Firefox,Mobile,None,Low,0.31694528863558546,0,0,Allowed,Resolved,0.0
654,2024-10-18 17:46:29,user_340,device_935,session_1987,133.193.143.90,195.168.121.233,43758,443,UDP,Germany,Berlin,MFA,Remote,1,1,3507,62,Admin,Linux,Safari,Desktop,None,Low,0.2634427593968093,0,0,Allowed,Resolved,0.0
655,2024-04-20 02:27:20,user_256,device_407,session_4269,250.130.142.38,40.191.82.16,55934,3389,TCP,Germany,New York,Password,Local,2,1,4605,95,User,macOS,Firefox,Server,Phishing,Medium,0.9577041070064872,0,0,Blocked,Open,0.0
656,2024-10-16 15:07:16,user_155,device_486,session_5147,236.12.67.30,96.215.194.135,14625,3389,ICMP,Canada,New York,Password,VPN,4,1,3438,3,Admin,iOS,Edge,Server,None,Low,0.6409167746440754,0,0,Allowed,Resolved,0.0
657,2024-04-05 20:15:34,user_190,device_138,session_6967,174.75.188.97,228.26.155.166,23317,443,UDP,Brazil,New York,Password,Remote,3,1,4176,113,User,Android,Edge,Mobile,None,Low,0.5615245987731451,0,0,Allowed,Resolved,0.0
658,2024-07-25 01:19:02,user_481,device_902,session_4946,45.127.86.115,167.179.9.227,5782,21,UDP,USA,London,Password,Local,1,1,932,17,User,Linux,Safari,Mobile,Brute Force,Medium,0.807555550999301,0,1,Blocked,Investigating,0.0
659,2024-07-02 05:33:08,user_117,device_458,session_2022,6.51.245.234,119.35.82.181,13202,3389,TCP,India,Lagos,MFA,Local,5,0,1455,1,User,Linux,Edge,Server,Brute Force,Medium,0.8475647962784947,0,1,Blocked,Investigating,0.0
660,2024-01-06 17:57:06,user_341,device_810,session_9473,224.212.54.175,100.39.158.7,62613,80,UDP,Brazil,Lagos,Password,VPN,4,1,7059,75,User,Windows,Edge,Server,None,Low,0.3275472709384929,0,0,Allowed,Resolved,0.0
661,2024-03-04 01:50:26,user_318,device_363,session_7251,181.152.56.190,162.22.68.185,17929,443,TCP,India,Sao Paulo,Password,Local,1,1,6143,67,User,Linux,Firefox,Mobile,None,Low,0.7745503274736916,0,0,Allowed,Resolved,0.0
662,2024-10-23 06:22:12,user_449,device_131,session_7513,250.64.177.72,17.73.160.70,62064,3389,ICMP,UK,Beijing,MFA,VPN,8,0,5868,194,User,Linux,Firefox,Mobile,Malware,High,0.5837322501601249,1,0,Quarantined,Investigating,278.1463396608489
663,2024-08-17 07:58:35,user_302,device_61,session_2212,13.16.208.246,133.244.217.38,16357,443,UDP,UK,London,Password,Remote,3,1,6044,55,User,Android,Chrome,Mobile,None,Low,0.5185517560689777,0,0,Allowed,Resolved,0.0
664,2024-04-23 13:57:08,user_314,device_293,session_3121,67.19.129.29,87.33.119.180,56232,3389,ICMP,Nigeria,Lagos,Password,Local,1,1,5738,4,User,iOS,Edge,Desktop,None,Low,0.2928356224602604,0,0,Allowed,Resolved,0.0
665,2024-02-05 22:21:30,user_136,device_680,session_9185,237.93.5.156,245.104.81.247,61270,3389,TCP,USA,Beijing,Password,Remote,7,0,6688,51,Root,Windows,Firefox,Desktop,None,Low,0.1277427635426891,0,0,Allowed,Resolved,0.0
666,2024-09-04 04:24:25,user_175,device_986,session_2561,222.185.38.190,79.89.198.82,25536,22,TCP,UK,London,Password,Remote,8,0,7131,41,User,Windows,Edge,Desktop,Insider,Critical,0.21212539872193992,0,1,Investigating,Resolved,306.5196764334052
667,2024-04-07 09:55:57,user_294,device_957,session_5649,66.200.36.74,7.228.16.14,51535,80,TCP,Germany,Berlin,Password,Local,1,1,540,167,User,Windows,Edge,Desktop,None,Low,0.21262474936350728,0,0,Allowed,Resolved,0.0
668,2024-07-09 01:54:52,user_158,device_224,session_801,176.22.222.182,110.4.215.183,54699,80,TCP,Brazil,Beijing,MFA,VPN,4,1,3025,93,User,Windows,Firefox,Mobile,None,Low,0.7912977457839455,0,0,Allowed,Resolved,0.0
669,2024-04-12 12:51:19,user_278,device_598,session_1562,218.137.149.95,244.191.107.134,15095,80,ICMP,Canada,Abuja,MFA,VPN,3,1,3999,143,Admin,Android,Firefox,Server,None,Low,0.21389573637479176,0,0,Allowed,Resolved,0.0
670,2024-07-24 13:10:23,user_202,device_774,session_6302,246.110.99.241,235.202.122.253,8820,443,UDP,India,London,MFA,Remote,2,1,3984,147,Root,iOS,Safari,Server,None,Low,0.5895053841754254,0,0,Allowed,Resolved,0.0
671,2024-02-07 08:59:58,user_431,device_379,session_7142,127.172.98.155,84.192.41.96,11075,3389,TCP,USA,London,MFA,VPN,6,1,4251,101,User,iOS,Edge,Server,None,Low,0.188174646052918,0,0,Allowed,Resolved,0.0
672,2024-01-25 11:22:44,user_407,device_463,session_8274,25.8.223.149,2.22.72.87,3295,21,UDP,India,London,MFA,Local,5,0,2174,52,User,Android,Chrome,Server,None,Low,0.6884877913115593,0,0,Allowed,Resolved,0.0
673,2024-05-14 19:50:24,user_63,device_760,session_8418,167.19.31.77,121.24.69.215,2258,80,TCP,UK,New York,Password,Remote,5,0,998,119,Admin,macOS,Firefox,Desktop,None,Low,0.32719160582891293,0,0,Allowed,Resolved,0.0
674,2024-10-18 20:04:22,user_31,device_692,session_1026,211.166.32.138,105.136.218.222,48458,80,ICMP,Nigeria,London,Password,Local,8,1,4870,63,Admin,iOS,Chrome,Desktop,Brute Force,Medium,0.9514636797458197,0,1,Blocked,Resolved,0.0
675,2024-09-30 14:55:11,user_479,device_474,session_1214,116.163.198.97,21.80.239.39,31905,443,TCP,Germany,Beijing,Password,Remote,1,1,3934,28,Admin,Windows,Firefox,Server,Phishing,Medium,0.9407170796391084,0,0,Blocked,Investigating,0.0
676,2024-06-16 01:21:44,user_199,device_192,session_4108,239.104.81.197,127.14.34.48,36156,80,ICMP,UK,Abuja,Password,Local,4,1,7088,42,User,macOS,Edge,Desktop,None,Low,0.12278990190422334,0,0,Allowed,Resolved,0.0
677,2024-05-19 07:44:18,user_431,device_716,session_1150,63.76.82.241,51.240.43.34,34543,80,TCP,USA,Berlin,Password,Remote,5,0,6394,192,User,Windows,Firefox,Desktop,None,Low,0.5564191311121495,0,0,Allowed,Resolved,0.0
678,2024-04-08 16:46:14,user_126,device_267,session_7960,88.199.114.21,148.245.10.217,36270,21,ICMP,UK,Delhi,Password,Local,6,0,7145,122,User,iOS,Chrome,Server,None,Low,0.12113857384890148,0,0,Allowed,Resolved,0.0
679,2024-10-29 14:42:33,user_220,device_769,session_8559,12.229.119.184,178.20.194.36,63310,21,TCP,USA,London,Password,Local,1,1,6316,62,User,macOS,Chrome,Server,DDoS,High,0.9265998807715683,0,1,Blocked,Open,0.0
680,2024-08-04 10:37:09,user_419,device_630,session_2503,198.26.118.1,211.7.164.76,35027,80,UDP,India,Berlin,Password,Local,9,0,1697,193,User,Linux,Edge,Mobile,Malware,High,0.3835812525432579,1,0,Quarantined,Resolved,372.025444302078
681,2024-01-30 09:14:31,user_414,device_55,session_3650,227.26.185.253,197.130.243.56,34515,443,UDP,China,London,Password,Local,9,0,5714,142,Admin,Android,Edge,Server,Brute Force,Medium,0.3110103384892601,0,1,Blocked,Resolved,0.0
682,2024-11-17 12:23:26,user_258,device_950,session_7696,183.94.239.171,189.166.45.126,19890,443,ICMP,China,Berlin,Password,Remote,7,1,2996,117,User,iOS,Edge,Server,None,Low,0.6040721005990636,0,0,Allowed,Resolved,0.0
683,2024-10-13 22:29:16,user_111,device_334,session_5971,251.133.100.223,237.146.172.31,56438,3389,ICMP,China,Beijing,Password,Remote,9,0,6392,158,User,iOS,Chrome,Desktop,Insider,Critical,0.53707954079759,0,1,Investigating,Resolved,53.73237830192616
684,2024-01-28 18:30:14,user_443,device_133,session_3062,246.124.32.6,94.26.37.13,43868,3389,TCP,Brazil,London,Password,VPN,8,0,2482,115,User,Android,Edge,Mobile,DDoS,High,0.5310031297429625,0,1,Blocked,Resolved,0.0
685,2024-07-09 23:55:40,user_11,device_539,session_8742,189.87.181.65,131.195.156.142,25395,443,UDP,Brazil,Abuja,Password,Local,9,0,5669,72,User,iOS,Chrome,Server,DDoS,High,0.03490585907310928,0,1,Blocked,Resolved,0.0
686,2024-04-10 07:26:17,user_53,device_179,session_9968,137.220.224.180,182.3.243.96,58564,22,TCP,India,Berlin,MFA,Local,2,1,1047,82,User,Android,Chrome,Server,None,Low,0.4758925108294907,0,0,Allowed,Resolved,0.0
687,2024-04-09 22:17:09,user_4,device_868,session_2090,9.232.51.145,145.97.20.142,22293,21,ICMP,India,New York,Password,Local,9,1,1934,157,User,Windows,Safari,Desktop,Phishing,Medium,0.1556761255419754,0,0,Blocked,Investigating,0.0
